document_idx,topic,probability,date,macro_theme
6632,0,0.4042905835024789,2022-06-14 09:33:00,Market and Financial Services
6633,0,1.0,2022-06-14 10:42:00,Technology and Innovation
6634,0,1.0,2022-06-14 10:46:00,Market and Financial Services
6635,0,0.5084094332496978,2022-06-14 10:54:00,NFTs and Digital Collectibles
6636,0,0.8061244025309303,2022-06-14 11:59:00,Market and Financial Services
6637,0,1.0,2022-06-14 12:05:00,Governance and Organizations
6638,0,1.0,2022-06-14 12:10:00,Technology and Innovation
6639,5,0.8309523298651201,2022-06-14 13:08:00,Legal and Regulatory Affairs
6640,0,0.5498298448913931,2022-06-14 13:15:00,Market and Financial Services
6641,0,1.0,2022-06-14 13:15:00,NFTs and Digital Collectibles
6642,0,1.0,2022-06-14 13:25:00,NFTs and Digital Collectibles
6643,0,1.0,2022-06-14 13:29:00,NFTs and Digital Collectibles
6644,0,1.0,2022-06-14 13:32:00,NFTs and Digital Collectibles
6645,0,1.0,2022-06-14 13:35:00,Security and Fraud
6646,-1,0.0,2022-06-14 13:44:00,Technology and Innovation
6647,0,1.0,2022-06-14 13:48:00,Market and Financial Services
6648,-1,0.0,2022-06-14 14:00:00,NFTs and Digital Collectibles
6649,0,1.0,2022-06-14 14:02:00,Market and Financial Services
6650,0,0.4058828168100397,2022-06-14 14:37:00,Market and Financial Services
6651,0,0.959545932864708,2022-06-14 14:46:00,Security and Fraud
6652,-1,0.0,2022-06-14 15:27:00,Technology and Innovation
6653,0,1.0,2022-06-14 15:59:00,Technology and Innovation
6654,0,1.0,2022-06-14 16:22:00,Market and Financial Services
6655,0,1.0,2022-06-14 16:31:00,Market and Financial Services
6656,0,0.7268704663705874,2022-06-14 16:51:00,Technology and Innovation
6657,0,1.0,2022-06-14 16:54:00,Security and Fraud
6658,0,1.0,2022-06-14 17:27:00,Market and Financial Services
6659,0,1.0,2022-06-14 18:31:00,Governance and Organizations
6660,0,1.0,2022-06-14 18:45:00,Security and Fraud
6661,0,1.0,2022-06-14 18:59:00,Market and Financial Services
6662,-1,0.0,2022-06-14 19:43:00,Technology and Innovation
6663,-1,0.0,2022-06-14 20:00:00,Market and Financial Services
6664,-1,0.0,2022-06-14 20:04:00,Legal and Regulatory Affairs
6665,0,0.4817562013403327,2022-06-14 20:16:00,Market and Financial Services
6666,0,1.0,2022-06-14 20:55:00,Market and Financial Services
6667,0,0.7489457274960853,2022-06-14 21:00:00,Market and Financial Services
6668,0,0.9670430441360696,2022-06-14 21:10:00,Technology and Innovation
6669,0,1.0,2022-06-14 21:21:00,Technology and Innovation
6670,0,1.0,2022-06-14 22:08:00,Market and Financial Services
6671,0,1.0,2022-06-14 22:16:00,Technology and Innovation
6672,-1,0.0,2022-06-14 23:48:00,Market and Financial Services
6673,-1,0.0,2022-06-15 00:00:00,Legal and Regulatory Affairs
6674,0,1.0,2022-06-15 01:12:00,NFTs and Digital Collectibles
6675,0,1.0,2022-06-15 01:46:00,Technology and Innovation
6676,0,0.681575596472407,2022-06-15 02:42:00,Market and Financial Services
6677,0,1.0,2022-06-15 03:07:00,NFTs and Digital Collectibles
6678,0,0.494016778239434,2022-06-15 04:24:00,Technology and Innovation
6679,3,0.4705754074374608,2022-06-15 05:33:00,NFTs and Digital Collectibles
6680,0,1.0,2022-06-15 06:04:00,Legal and Regulatory Affairs
6681,1,1.0,2022-06-15 06:43:00,Market and Financial Services
6682,-1,0.0,2022-06-15 06:46:00,Technology and Innovation
6683,-1,0.0,2022-06-15 07:36:00,Market and Financial Services
6684,0,1.0,2022-06-15 07:50:00,Legal and Regulatory Affairs
6685,0,1.0,2022-06-15 08:15:00,Legal and Regulatory Affairs
6686,0,0.9847583397233948,2022-06-15 09:00:00,NFTs and Digital Collectibles
6687,0,0.9376128807853716,2022-06-15 09:01:00,Technology and Innovation
6688,-1,0.0,2022-06-15 09:09:00,Technology and Innovation
6689,0,1.0,2022-06-15 09:40:00,Market and Financial Services
6690,0,0.992148714884948,2022-06-15 09:50:00,NFTs and Digital Collectibles
6691,0,0.858472005132495,2022-06-15 09:53:00,Technology and Innovation
6692,1,1.0,2022-06-15 10:14:00,Market and Financial Services
6693,0,1.0,2022-06-15 10:16:00,Market and Financial Services
6694,0,1.0,2022-06-15 10:29:00,NFTs and Digital Collectibles
6695,0,0.9385070380638684,2022-06-15 10:42:00,Legal and Regulatory Affairs
6696,0,0.934381081928022,2022-06-15 10:44:00,Legal and Regulatory Affairs
6697,0,1.0,2022-06-15 10:56:00,Technology and Innovation
6698,0,0.9409881437561468,2022-06-15 11:00:00,Market and Financial Services
6699,-1,0.0,2022-06-15 11:18:00,Market and Financial Services
6700,0,1.0,2022-06-15 11:30:00,Market and Financial Services
6701,0,0.969481991838617,2022-06-15 12:04:00,Market and Financial Services
6702,1,1.0,2022-06-15 12:29:00,Market and Financial Services
6703,3,1.0,2022-06-15 12:31:00,Market and Financial Services
6704,0,1.0,2022-06-15 13:13:00,NFTs and Digital Collectibles
6705,0,0.9683130018060327,2022-06-15 13:56:00,Legal and Regulatory Affairs
6706,0,0.3812093070056725,2022-06-15 14:00:00,Technology and Innovation
6707,0,1.0,2022-06-15 14:00:00,NFTs and Digital Collectibles
6708,0,0.5620050657949403,2022-06-15 14:26:00,Market and Financial Services
6709,0,1.0,2022-06-15 14:35:00,Market and Financial Services
6710,3,1.0,2022-06-15 16:05:00,Governance and Organizations
6711,0,1.0,2022-06-15 16:30:00,Technology and Innovation
6712,-1,0.0,2022-06-15 17:42:00,NFTs and Digital Collectibles
6713,-1,0.0,2022-06-15 18:01:00,Technology and Innovation
6714,0,0.9608991681581668,2022-06-15 18:02:00,Technology and Innovation
6715,0,0.9723799494122476,2022-06-15 18:46:00,Governance and Organizations
6716,0,1.0,2022-06-15 19:00:00,Technology and Innovation
6717,-1,0.0,2022-06-15 19:03:00,Technology and Innovation
6718,-1,0.0,2022-06-15 19:11:00,Technology and Innovation
6719,0,1.0,2022-06-15 19:41:00,Market and Financial Services
6720,0,0.8283711075888314,2022-06-15 20:00:00,Market and Financial Services
6721,0,1.0,2022-06-15 20:00:00,NFTs and Digital Collectibles
6722,-1,0.0,2022-06-15 20:26:00,Market and Financial Services
6723,0,0.9808276376419932,2022-06-15 20:38:00,Market and Financial Services
6724,0,1.0,2022-06-15 20:45:00,Security and Fraud
6725,0,0.5231830992824348,2022-06-15 20:57:00,Market and Financial Services
6726,0,1.0,2022-06-15 21:00:00,Technology and Innovation
6727,0,0.7362660828230495,2022-06-15 21:16:00,NFTs and Digital Collectibles
6728,0,1.0,2022-06-15 21:26:00,Technology and Innovation
6729,0,1.0,2022-06-15 22:03:00,NFTs and Digital Collectibles
6730,-1,0.0,2022-06-15 23:46:00,Market and Financial Services
6731,0,1.0,2022-06-16 00:00:00,NFTs and Digital Collectibles
6732,0,1.0,2022-06-16 00:00:00,Legal and Regulatory Affairs
6733,0,1.0,2022-06-16 01:04:00,Technology and Innovation
6734,0,1.0,2022-06-16 01:22:00,Market and Financial Services
6735,-1,0.0,2022-06-16 02:20:00,Market and Financial Services
6736,-1,0.0,2022-06-16 03:08:00,Market and Financial Services
6737,0,0.7356771479030373,2022-06-16 04:15:00,Security and Fraud
6738,0,1.0,2022-06-16 05:31:00,NFTs and Digital Collectibles
6739,2,0.9325415557326432,2022-06-16 06:31:00,NFTs and Digital Collectibles
6740,0,0.4627082530388343,2022-06-16 07:29:00,Market and Financial Services
6741,0,1.0,2022-06-16 07:50:00,Security and Fraud
6742,-1,0.0,2022-06-16 08:01:00,NFTs and Digital Collectibles
6743,0,0.966901894476454,2022-06-16 08:39:00,Technology and Innovation
6744,0,0.9950599046875532,2022-06-16 09:00:00,NFTs and Digital Collectibles
6745,0,1.0,2022-06-16 09:05:00,Technology and Innovation
6746,-1,0.0,2022-06-16 09:06:00,Market and Financial Services
6747,-1,0.0,2022-06-16 09:11:00,Technology and Innovation
6748,1,1.0,2022-06-16 09:27:00,Technology and Innovation
6749,-1,0.0,2022-06-16 09:37:00,Legal and Regulatory Affairs
6750,0,1.0,2022-06-16 09:48:00,NFTs and Digital Collectibles
6751,1,1.0,2022-06-16 10:10:00,Market and Financial Services
6752,0,0.7108811584126754,2022-06-16 10:47:00,Security and Fraud
6753,0,1.0,2022-06-16 10:49:00,Market and Financial Services
6754,-1,0.0,2022-06-16 11:36:00,Market and Financial Services
6755,-1,0.0,2022-06-16 11:46:00,Market and Financial Services
6756,0,0.872125072099493,2022-06-16 11:57:00,Technology and Innovation
6757,-1,0.0,2022-06-16 12:03:00,Market and Financial Services
6758,3,0.667497619935878,2022-06-16 12:47:00,Legal and Regulatory Affairs
6759,-1,0.0,2022-06-16 13:03:00,Technology and Innovation
6760,2,1.0,2022-06-16 13:04:00,Market and Financial Services
6761,0,0.8204658842183176,2022-06-16 13:16:00,Market and Financial Services
6762,0,0.7270790005051657,2022-06-16 13:38:00,NFTs and Digital Collectibles
6763,-1,0.0,2022-06-16 14:00:00,Technology and Innovation
6764,0,1.0,2022-06-16 14:03:00,NFTs and Digital Collectibles
6765,0,0.7143836484217019,2022-06-16 14:11:00,Legal and Regulatory Affairs
6766,0,1.0,2022-06-16 14:29:00,Market and Financial Services
6767,0,1.0,2022-06-16 14:36:00,NFTs and Digital Collectibles
6768,0,0.8562065776483618,2022-06-16 14:38:00,Market and Financial Services
6769,0,0.6121355678191714,2022-06-16 14:39:00,Technology and Innovation
6770,-1,0.0,2022-06-16 15:24:00,Legal and Regulatory Affairs
6771,0,1.0,2022-06-16 15:30:00,Technology and Innovation
6772,-1,0.0,2022-06-16 15:38:00,Legal and Regulatory Affairs
6773,0,1.0,2022-06-16 16:05:00,Technology and Innovation
6774,0,0.9222588105047144,2022-06-16 16:14:00,Market and Financial Services
6775,0,0.1552921930344127,2022-06-16 16:36:00,Market and Financial Services
6776,0,1.0,2022-06-16 16:41:00,Market and Financial Services
6777,-1,0.0,2022-06-16 16:57:00,Market and Financial Services
6778,0,1.0,2022-06-16 17:00:00,Market and Financial Services
6779,-1,0.0,2022-06-16 17:40:00,Market and Financial Services
6780,0,0.6220208258092125,2022-06-16 18:00:00,Technology and Innovation
6781,0,1.0,2022-06-16 18:09:00,Market and Financial Services
6782,0,0.8517818505537849,2022-06-16 18:16:00,Technology and Innovation
6783,0,0.470281104569321,2022-06-16 18:18:00,Technology and Innovation
6784,0,1.0,2022-06-16 19:15:00,Market and Financial Services
6785,0,1.0,2022-06-16 19:27:00,Technology and Innovation
6786,-1,0.0,2022-06-16 19:41:00,Market and Financial Services
6787,0,1.0,2022-06-16 20:00:00,Technology and Innovation
6788,0,0.567173898780972,2022-06-16 20:00:00,Legal and Regulatory Affairs
6789,0,1.0,2022-06-16 20:11:00,Legal and Regulatory Affairs
6790,-1,0.0,2022-06-16 20:32:00,Market and Financial Services
6791,0,1.0,2022-06-16 20:45:00,Security and Fraud
6792,-1,0.0,2022-06-16 20:53:00,Legal and Regulatory Affairs
6793,0,0.7491716286896134,2022-06-16 22:10:00,Technology and Innovation
6794,-1,0.0,2022-06-16 23:46:00,Security and Fraud
6795,0,1.0,2022-06-17 00:00:00,NFTs and Digital Collectibles
6796,0,1.0,2022-06-17 00:23:00,NFTs and Digital Collectibles
6797,0,0.5793079969429207,2022-06-17 01:34:00,Technology and Innovation
6798,0,1.0,2022-06-17 01:39:00,Governance and Organizations
6799,-1,0.0,2022-06-17 02:04:00,Technology and Innovation
6800,0,1.0,2022-06-17 02:56:00,Market and Financial Services
6801,0,1.0,2022-06-17 03:35:00,Security and Fraud
6802,0,0.6544521252898255,2022-06-17 04:23:00,Market and Financial Services
6803,0,0.656721832815162,2022-06-17 04:56:00,Market and Financial Services
6804,0,1.0,2022-06-17 06:49:00,Technology and Innovation
6805,-1,0.0,2022-06-17 07:30:00,Market and Financial Services
6806,0,1.0,2022-06-17 07:51:00,Legal and Regulatory Affairs
6807,-1,0.0,2022-06-17 08:22:00,Market and Financial Services
6808,-1,0.0,2022-06-17 08:33:00,Market and Financial Services
6809,0,1.0,2022-06-17 09:00:00,Technology and Innovation
6810,0,1.0,2022-06-17 09:30:00,Technology and Innovation
6811,0,1.0,2022-06-17 09:36:00,Technology and Innovation
6812,0,1.0,2022-06-17 09:55:00,Market and Financial Services
6813,0,0.3660209353267615,2022-06-17 10:00:00,Technology and Innovation
6814,2,1.0,2022-06-17 10:23:00,Legal and Regulatory Affairs
6815,0,1.0,2022-06-17 10:35:00,Market and Financial Services
6816,0,0.7665689144133445,2022-06-17 10:44:00,NFTs and Digital Collectibles
6817,-1,0.0,2022-06-17 11:00:00,NFTs and Digital Collectibles
6818,1,0.5737029858844495,2022-06-17 11:23:00,Market and Financial Services
6819,0,1.0,2022-06-17 11:32:00,NFTs and Digital Collectibles
6820,0,0.7693360239857918,2022-06-17 11:56:00,Market and Financial Services
6821,0,1.0,2022-06-17 12:08:00,Technology and Innovation
6822,-1,0.0,2022-06-17 12:23:00,Legal and Regulatory Affairs
6823,-1,0.0,2022-06-17 12:39:00,Market and Financial Services
6824,0,0.8405587382810787,2022-06-17 13:04:00,Governance and Organizations
6825,0,1.0,2022-06-17 13:20:00,Technology and Innovation
6826,0,0.9632798518687996,2022-06-17 13:23:00,Legal and Regulatory Affairs
6827,0,1.0,2022-06-17 13:23:00,Market and Financial Services
6828,-1,0.0,2022-06-17 13:25:00,NFTs and Digital Collectibles
6829,0,1.0,2022-06-17 13:46:00,Technology and Innovation
6830,-1,0.0,2022-06-17 13:49:00,Technology and Innovation
6831,-1,0.0,2022-06-17 14:29:00,Market and Financial Services
6832,0,1.0,2022-06-17 14:30:00,NFTs and Digital Collectibles
6833,0,1.0,2022-06-17 15:00:00,Technology and Innovation
6834,-1,0.0,2022-06-17 16:02:00,Legal and Regulatory Affairs
6835,0,0.7288622506998342,2022-06-17 16:06:00,Technology and Innovation
6836,0,0.4554437261705666,2022-06-17 16:16:00,Technology and Innovation
6837,0,1.0,2022-06-17 16:18:00,Market and Financial Services
6838,0,1.0,2022-06-17 16:55:00,NFTs and Digital Collectibles
6839,0,1.0,2022-06-17 17:00:00,NFTs and Digital Collectibles
6840,0,1.0,2022-06-17 17:24:00,NFTs and Digital Collectibles
6841,0,0.995948305754246,2022-06-17 17:41:00,Market and Financial Services
6842,0,0.9406221568217298,2022-06-17 18:35:00,Market and Financial Services
6843,-1,0.0,2022-06-17 18:37:00,Market and Financial Services
6844,0,1.0,2022-06-17 19:00:00,Technology and Innovation
6845,-1,0.0,2022-06-17 19:44:00,Technology and Innovation
6846,-1,0.0,2022-06-17 19:45:00,Market and Financial Services
6847,0,1.0,2022-06-17 20:00:00,NFTs and Digital Collectibles
6848,0,1.0,2022-06-17 20:00:00,Market and Financial Services
6849,0,1.0,2022-06-17 20:51:00,Market and Financial Services
6850,0,0.7054767135555037,2022-06-17 21:00:00,Market and Financial Services
6851,8,1.0,2022-06-17 22:05:00,NFTs and Digital Collectibles
6852,1,0.9834408605974728,2022-06-17 23:44:00,Legal and Regulatory Affairs
6853,-1,0.0,2022-06-18 00:00:00,NFTs and Digital Collectibles
6854,0,1.0,2022-06-18 01:33:00,Governance and Organizations
6855,0,0.2224149650107272,2022-06-18 03:47:00,NFTs and Digital Collectibles
6856,0,0.6844936423106063,2022-06-18 05:36:00,Technology and Innovation
6857,-1,0.0,2022-06-18 07:16:00,Market and Financial Services
6858,-1,0.0,2022-06-18 08:13:00,Market and Financial Services
6859,2,0.8888473140332828,2022-06-18 09:36:00,NFTs and Digital Collectibles
6860,-1,0.0,2022-06-18 11:31:00,Governance and Organizations
6861,-1,0.0,2022-06-18 11:53:00,Market and Financial Services
6862,0,0.7953498238847946,2022-06-18 12:00:00,Technology and Innovation
6863,0,0.3706361397682204,2022-06-18 12:06:00,NFTs and Digital Collectibles
6864,0,0.81162357362234,2022-06-18 13:09:00,Market and Financial Services
6865,-1,0.0,2022-06-18 14:00:00,Market and Financial Services
6866,3,0.5127407349535857,2022-06-18 14:04:00,Governance and Organizations
6867,0,0.4993898710943759,2022-06-18 16:17:00,Legal and Regulatory Affairs
6868,0,0.9001754856835932,2022-06-18 18:35:00,NFTs and Digital Collectibles
6869,-1,0.0,2022-06-18 19:30:00,Market and Financial Services
6870,0,1.0,2022-06-18 20:56:00,NFTs and Digital Collectibles
6871,0,0.798544183909597,2022-06-18 23:00:00,Market and Financial Services
6872,-1,0.0,2022-06-18 23:17:00,Market and Financial Services
6873,1,1.0,2022-06-19 01:47:00,Market and Financial Services
6874,-1,0.0,2022-06-19 05:14:00,Technology and Innovation
6875,-1,0.0,2022-06-19 06:51:00,Technology and Innovation
6876,0,1.0,2022-06-19 08:30:00,Market and Financial Services
6877,0,1.0,2022-06-19 10:43:00,Market and Financial Services
6878,0,1.0,2022-06-19 11:51:00,Technology and Innovation
6879,6,0.6372664634582711,2022-06-19 13:56:00,Governance and Organizations
6880,3,0.7317019240823354,2022-06-19 14:16:00,Legal and Regulatory Affairs
6881,-1,0.0,2022-06-19 14:31:00,Technology and Innovation
6882,0,1.0,2022-06-19 16:31:00,NFTs and Digital Collectibles
6883,2,0.723328117813427,2022-06-19 19:10:00,NFTs and Digital Collectibles
6884,0,1.0,2022-06-19 19:51:00,Technology and Innovation
6885,0,0.6129736680616623,2022-06-19 20:55:00,Market and Financial Services
6886,0,1.0,2022-06-19 21:00:00,Technology and Innovation
6887,0,1.0,2022-06-19 21:20:00,Technology and Innovation
6888,1,1.0,2022-06-19 22:21:00,NFTs and Digital Collectibles
6889,0,0.956739975066278,2022-06-20 00:34:00,NFTs and Digital Collectibles
6890,0,1.0,2022-06-20 04:00:00,Security and Fraud
6891,0,1.0,2022-06-20 04:20:00,Technology and Innovation
6892,0,1.0,2022-06-20 04:44:00,Technology and Innovation
6893,-1,0.0,2022-06-20 05:54:00,Legal and Regulatory Affairs
6894,0,1.0,2022-06-20 06:14:00,NFTs and Digital Collectibles
6895,-1,0.0,2022-06-20 06:24:00,Technology and Innovation
6896,0,1.0,2022-06-20 07:15:00,Technology and Innovation
6897,0,1.0,2022-06-20 07:42:00,Market and Financial Services
6898,0,1.0,2022-06-20 07:47:00,Market and Financial Services
6899,0,0.3907304471430037,2022-06-20 08:19:00,Technology and Innovation
6900,0,1.0,2022-06-20 08:27:00,NFTs and Digital Collectibles
6901,0,1.0,2022-06-20 08:45:00,Technology and Innovation
6902,0,1.0,2022-06-20 09:00:00,Market and Financial Services
6903,0,1.0,2022-06-20 09:40:00,Legal and Regulatory Affairs
6904,1,0.9617826180558962,2022-06-20 09:47:00,Legal and Regulatory Affairs
6905,0,0.7523228528636511,2022-06-20 10:29:00,Security and Fraud
6906,0,0.7086687270366541,2022-06-20 10:56:00,Technology and Innovation
6907,2,1.0,2022-06-20 11:07:00,Technology and Innovation
6908,0,1.0,2022-06-20 11:14:00,Technology and Innovation
6909,0,0.9083002726823532,2022-06-20 11:34:00,Governance and Organizations
6910,0,0.4343237112659092,2022-06-20 11:40:00,NFTs and Digital Collectibles
6911,1,1.0,2022-06-20 11:49:00,Legal and Regulatory Affairs
6912,0,0.9607898668652002,2022-06-20 12:00:00,Technology and Innovation
6913,0,0.4519399255309059,2022-06-20 12:09:00,Market and Financial Services
6914,3,0.801307863085095,2022-06-20 13:05:00,Legal and Regulatory Affairs
6915,-1,0.0,2022-06-20 13:20:00,Technology and Innovation
6916,0,1.0,2022-06-20 13:30:00,Market and Financial Services
6917,0,1.0,2022-06-20 13:41:00,NFTs and Digital Collectibles
6918,0,0.867609620735426,2022-06-20 14:29:00,NFTs and Digital Collectibles
6919,-1,0.0,2022-06-20 14:52:00,Market and Financial Services
6920,0,1.0,2022-06-20 15:01:00,Technology and Innovation
6921,-1,0.0,2022-06-20 15:06:00,Market and Financial Services
6922,-1,0.0,2022-06-20 15:45:00,NFTs and Digital Collectibles
6923,0,1.0,2022-06-20 15:49:00,Technology and Innovation
6924,0,1.0,2022-06-20 16:24:00,NFTs and Digital Collectibles
6925,-1,0.0,2022-06-20 16:28:00,Security and Fraud
6926,0,1.0,2022-06-20 16:40:00,Market and Financial Services
6927,0,1.0,2022-06-20 16:45:00,Technology and Innovation
6928,0,0.852628239259271,2022-06-20 17:30:00,Legal and Regulatory Affairs
6929,-1,0.0,2022-06-20 17:50:00,Technology and Innovation
6930,0,0.6927446218893237,2022-06-20 18:15:00,Technology and Innovation
6931,3,0.7026464207019243,2022-06-20 18:16:00,Security and Fraud
6932,0,0.6341826491616129,2022-06-20 19:08:00,Technology and Innovation
6933,-1,0.0,2022-06-20 19:52:00,NFTs and Digital Collectibles
6934,3,0.9428574841294314,2022-06-20 20:00:00,Technology and Innovation
6935,-1,0.0,2022-06-20 20:09:00,Market and Financial Services
6936,0,1.0,2022-06-20 20:40:00,NFTs and Digital Collectibles
6937,0,1.0,2022-06-20 21:15:00,NFTs and Digital Collectibles
6938,0,1.0,2022-06-20 21:21:00,Technology and Innovation
6939,0,0.8973530612448556,2022-06-20 22:11:00,Technology and Innovation
6940,-1,0.0,2022-06-21 00:00:00,Legal and Regulatory Affairs
6941,0,1.0,2022-06-21 00:42:00,Legal and Regulatory Affairs
6942,0,0.9974912748404304,2022-06-21 01:29:00,Legal and Regulatory Affairs
6943,0,0.7441653757865322,2022-06-21 01:40:00,Market and Financial Services
6944,0,1.0,2022-06-21 02:49:00,NFTs and Digital Collectibles
6945,0,0.7875917641709244,2022-06-21 04:12:00,Market and Financial Services
6946,-1,0.0,2022-06-21 04:48:00,NFTs and Digital Collectibles
6947,-1,0.0,2022-06-21 04:51:00,Market and Financial Services
6948,0,0.804512092247927,2022-06-21 05:49:00,Technology and Innovation
6949,0,1.0,2022-06-21 07:27:00,Technology and Innovation
6950,4,1.0,2022-06-21 07:33:00,Technology and Innovation
6951,-1,0.0,2022-06-21 08:05:00,NFTs and Digital Collectibles
6952,-1,0.0,2022-06-21 08:16:00,NFTs and Digital Collectibles
6953,0,0.7268790631687883,2022-06-21 08:44:00,Technology and Innovation
6954,0,0.8284092363011141,2022-06-21 08:55:00,Security and Fraud
6955,-1,0.0,2022-06-21 09:10:00,Market and Financial Services
6956,0,1.0,2022-06-21 09:20:00,Market and Financial Services
6957,0,1.0,2022-06-21 09:45:00,Technology and Innovation
6958,0,1.0,2022-06-21 09:59:00,Technology and Innovation
6959,0,0.514804485632926,2022-06-21 10:05:00,NFTs and Digital Collectibles
6960,0,0.5913999658698383,2022-06-21 10:06:00,NFTs and Digital Collectibles
6961,-1,0.0,2022-06-21 10:20:00,Market and Financial Services
6962,2,0.4795803189163966,2022-06-21 11:00:00,NFTs and Digital Collectibles
6963,0,1.0,2022-06-21 11:31:00,Security and Fraud
6964,0,0.1457732505950556,2022-06-21 11:51:00,Market and Financial Services
6965,5,0.8831469380816074,2022-06-21 12:01:00,Technology and Innovation
6966,0,1.0,2022-06-21 12:06:00,Market and Financial Services
6967,-1,0.0,2022-06-21 12:25:00,Market and Financial Services
6968,0,1.0,2022-06-21 12:31:00,Technology and Innovation
6969,0,1.0,2022-06-21 13:06:00,Technology and Innovation
6970,0,0.7228181772613376,2022-06-21 13:09:00,Technology and Innovation
6971,-1,0.0,2022-06-21 13:31:00,NFTs and Digital Collectibles
6972,-1,0.0,2022-06-21 14:06:00,Legal and Regulatory Affairs
6973,-1,0.0,2022-06-21 14:12:00,Market and Financial Services
6974,0,0.5681834877423864,2022-06-21 14:22:00,Market and Financial Services
6975,0,1.0,2022-06-21 14:37:00,NFTs and Digital Collectibles
6976,-1,0.0,2022-06-21 14:59:00,Technology and Innovation
6977,0,1.0,2022-06-21 15:21:00,Technology and Innovation
6978,0,0.9330733607459136,2022-06-21 15:30:00,Technology and Innovation
6979,0,0.4493129773185684,2022-06-21 16:33:00,Technology and Innovation
6980,-1,0.0,2022-06-21 16:35:00,Market and Financial Services
6981,0,0.9546616661785172,2022-06-21 17:00:00,Technology and Innovation
6982,-1,0.0,2022-06-21 17:15:00,Market and Financial Services
6983,0,1.0,2022-06-21 18:15:00,Market and Financial Services
6984,0,0.9705690664152588,2022-06-21 19:00:00,Technology and Innovation
6985,0,0.9620364499689606,2022-06-21 19:51:00,Market and Financial Services
6986,0,1.0,2022-06-21 20:00:00,Technology and Innovation
6987,0,0.7601754801076714,2022-06-21 20:12:00,Market and Financial Services
6988,-1,0.0,2022-06-21 20:30:00,Governance and Organizations
6989,0,1.0,2022-06-21 20:42:00,Technology and Innovation
6990,0,0.8261078374352537,2022-06-21 21:00:00,Technology and Innovation
6991,0,1.0,2022-06-21 21:11:00,Technology and Innovation
6992,0,0.4321863392177574,2022-06-21 21:56:00,Governance and Organizations
6993,0,1.0,2022-06-21 22:08:00,NFTs and Digital Collectibles
6994,-1,0.0,2022-06-21 22:30:00,Governance and Organizations
6995,0,1.0,2022-06-21 23:02:00,Technology and Innovation
6996,-1,0.0,2022-06-21 23:23:00,NFTs and Digital Collectibles
6997,2,0.6972573458978221,2022-06-22 00:00:00,NFTs and Digital Collectibles
6998,0,1.0,2022-06-22 00:51:00,NFTs and Digital Collectibles
6999,-1,0.0,2022-06-22 00:53:00,Legal and Regulatory Affairs
7000,4,1.0,2022-06-22 01:35:00,Technology and Innovation
7001,-1,0.0,2022-06-22 02:33:00,Market and Financial Services
7002,0,1.0,2022-06-22 04:10:00,Technology and Innovation
7003,0,1.0,2022-06-22 04:18:00,Technology and Innovation
7004,0,1.0,2022-06-22 04:50:00,Market and Financial Services
7005,0,1.0,2022-06-22 05:02:00,Market and Financial Services
7006,0,0.2868127586780309,2022-06-22 06:36:00,NFTs and Digital Collectibles
7007,-1,0.0,2022-06-22 07:25:00,NFTs and Digital Collectibles
7008,0,1.0,2022-06-22 08:08:00,Technology and Innovation
7009,0,0.922952169949926,2022-06-22 08:12:00,Market and Financial Services
7010,0,1.0,2022-06-22 08:15:00,NFTs and Digital Collectibles
7011,0,1.0,2022-06-22 08:23:00,NFTs and Digital Collectibles
7012,0,0.6202361704232563,2022-06-22 08:50:00,Legal and Regulatory Affairs
7013,0,1.0,2022-06-22 08:56:00,Governance and Organizations
7014,0,1.0,2022-06-22 09:09:00,Technology and Innovation
7015,-1,0.0,2022-06-22 09:32:00,Legal and Regulatory Affairs
7016,0,1.0,2022-06-22 09:37:00,Market and Financial Services
7017,0,0.4632646128483075,2022-06-22 09:52:00,Technology and Innovation
7018,-1,0.0,2022-06-22 10:19:00,Market and Financial Services
7019,0,0.9252588641221792,2022-06-22 10:21:00,Governance and Organizations
7020,0,0.4016097289350505,2022-06-22 10:52:00,Legal and Regulatory Affairs
7021,0,0.9996503021360508,2022-06-22 11:21:00,NFTs and Digital Collectibles
7022,-1,0.0,2022-06-22 11:42:00,Technology and Innovation
7023,0,0.8861764131915661,2022-06-22 12:14:00,NFTs and Digital Collectibles
7024,0,0.4310139966788694,2022-06-22 12:20:00,Market and Financial Services
7025,0,1.0,2022-06-22 12:42:00,Technology and Innovation
7026,0,1.0,2022-06-22 12:46:00,NFTs and Digital Collectibles
7027,0,0.5835082892139519,2022-06-22 12:58:00,Market and Financial Services
7028,0,1.0,2022-06-22 13:00:00,NFTs and Digital Collectibles
7029,0,1.0,2022-06-22 13:01:00,Technology and Innovation
7030,0,0.3532580347926555,2022-06-22 13:07:00,Market and Financial Services
7031,0,0.9365438706909588,2022-06-22 13:25:00,NFTs and Digital Collectibles
7032,0,1.0,2022-06-22 13:35:00,Market and Financial Services
7033,-1,0.0,2022-06-22 13:54:00,Legal and Regulatory Affairs
7034,0,0.7949565288574788,2022-06-22 13:58:00,NFTs and Digital Collectibles
7035,0,1.0,2022-06-22 13:59:00,Legal and Regulatory Affairs
7036,0,0.7858367920333356,2022-06-22 15:19:00,NFTs and Digital Collectibles
7037,0,1.0,2022-06-22 15:45:00,Technology and Innovation
7038,-1,0.0,2022-06-22 16:16:00,Market and Financial Services
