document_idx,topic,probability,date,macro_theme
19850,0,1.0,2023-05-08 17:31:00,Legal and Regulatory Affairs
19851,-1,0.0,2023-05-08 17:34:00,NFTs and Digital Collectibles
19852,-1,0.0,2023-05-08 17:59:00,NFTs and Digital Collectibles
19853,0,1.0,2023-05-08 18:19:00,Technology and Innovation
19854,0,0.1907170887551578,2023-05-08 18:23:00,NFTs and Digital Collectibles
19855,0,1.0,2023-05-08 18:30:00,Technology and Innovation
19856,0,1.0,2023-05-08 19:00:00,NFTs and Digital Collectibles
19857,0,1.0,2023-05-08 19:01:00,NFTs and Digital Collectibles
19858,0,0.5069402423615897,2023-05-08 19:25:00,Legal and Regulatory Affairs
19859,0,1.0,2023-05-08 19:32:00,Technology and Innovation
19860,0,1.0,2023-05-08 21:36:00,Technology and Innovation
19861,0,1.0,2023-05-08 21:37:00,Technology and Innovation
19862,0,1.0,2023-05-08 21:59:00,Market and Financial Services
19863,0,1.0,2023-05-08 23:00:00,Market and Financial Services
19864,-1,0.0,2023-05-08 23:00:00,Technology and Innovation
19865,0,1.0,2023-05-08 23:51:00,Technology and Innovation
19866,0,0.8255790844292672,2023-05-09 00:50:00,Market and Financial Services
19867,0,1.0,2023-05-09 03:21:00,Legal and Regulatory Affairs
19868,0,0.7420255380598229,2023-05-09 04:43:00,Legal and Regulatory Affairs
19869,-1,0.0,2023-05-09 05:09:00,Technology and Innovation
19870,0,0.6707708163833068,2023-05-09 05:57:00,NFTs and Digital Collectibles
19871,0,0.8290219723489493,2023-05-09 07:00:00,Market and Financial Services
19872,-1,0.0,2023-05-09 07:39:00,Market and Financial Services
19873,1,1.0,2023-05-09 08:51:00,Legal and Regulatory Affairs
19874,0,1.0,2023-05-09 09:00:00,Market and Financial Services
19875,0,0.5555531665103275,2023-05-09 09:03:00,Market and Financial Services
19876,0,1.0,2023-05-09 09:29:00,NFTs and Digital Collectibles
19877,-1,0.0,2023-05-09 09:30:00,Technology and Innovation
19878,0,1.0,2023-05-09 09:39:00,Market and Financial Services
19879,0,1.0,2023-05-09 09:44:00,Legal and Regulatory Affairs
19880,0,0.6408209174436652,2023-05-09 09:47:00,NFTs and Digital Collectibles
19881,0,1.0,2023-05-09 09:55:00,NFTs and Digital Collectibles
19882,0,0.7022249037766156,2023-05-09 10:00:00,Technology and Innovation
19883,0,0.3831822399487746,2023-05-09 10:07:00,Market and Financial Services
19884,-1,0.0,2023-05-09 10:38:00,Market and Financial Services
19885,0,1.0,2023-05-09 11:12:00,Market and Financial Services
19886,-1,0.0,2023-05-09 11:25:00,Market and Financial Services
19887,-1,0.0,2023-05-09 12:23:00,Legal and Regulatory Affairs
19888,0,1.0,2023-05-09 12:37:00,Market and Financial Services
19889,-1,0.0,2023-05-09 13:00:00,NFTs and Digital Collectibles
19890,0,1.0,2023-05-09 13:14:00,NFTs and Digital Collectibles
19891,0,0.9187811415067538,2023-05-09 13:15:00,Market and Financial Services
19892,-1,0.0,2023-05-09 13:27:00,Legal and Regulatory Affairs
19893,-1,0.0,2023-05-09 13:45:00,Legal and Regulatory Affairs
19894,0,0.6638572827370456,2023-05-09 13:50:00,Market and Financial Services
19895,0,1.0,2023-05-09 13:59:00,Market and Financial Services
19896,0,1.0,2023-05-09 14:15:00,Legal and Regulatory Affairs
19897,0,1.0,2023-05-09 15:00:00,Technology and Innovation
19898,-1,0.0,2023-05-09 15:45:00,Market and Financial Services
19899,0,1.0,2023-05-09 15:46:00,Market and Financial Services
19900,0,0.8528486106473755,2023-05-09 15:58:00,NFTs and Digital Collectibles
19901,-1,0.0,2023-05-09 15:58:00,NFTs and Digital Collectibles
19902,0,0.9098646226799736,2023-05-09 16:00:00,Technology and Innovation
19903,-1,0.0,2023-05-09 16:35:00,Legal and Regulatory Affairs
19904,0,0.3953425948261999,2023-05-09 16:58:00,Market and Financial Services
19905,-1,0.0,2023-05-09 17:00:00,Technology and Innovation
19906,0,1.0,2023-05-09 17:22:00,NFTs and Digital Collectibles
19907,0,1.0,2023-05-09 18:00:00,NFTs and Digital Collectibles
19908,4,0.3357905134474695,2023-05-09 18:05:00,Market and Financial Services
19909,1,1.0,2023-05-09 18:22:00,Legal and Regulatory Affairs
19910,0,1.0,2023-05-09 18:27:00,Technology and Innovation
19911,-1,0.0,2023-05-09 18:54:00,Legal and Regulatory Affairs
19912,0,0.9188215369141932,2023-05-09 19:00:00,Market and Financial Services
19913,1,1.0,2023-05-09 19:40:00,Legal and Regulatory Affairs
19914,0,1.0,2023-05-09 20:23:00,Legal and Regulatory Affairs
19915,0,0.6181123210862622,2023-05-09 21:13:00,Market and Financial Services
19916,0,1.0,2023-05-09 21:16:00,Market and Financial Services
19917,0,1.0,2023-05-09 21:51:00,NFTs and Digital Collectibles
19918,0,1.0,2023-05-09 23:00:00,Market and Financial Services
19919,0,1.0,2023-05-09 23:46:00,Legal and Regulatory Affairs
19920,0,1.0,2023-05-10 00:47:00,Legal and Regulatory Affairs
19921,-1,0.0,2023-05-10 01:06:00,Market and Financial Services
19922,0,0.9710446569013405,2023-05-10 03:14:00,Technology and Innovation
19923,0,1.0,2023-05-10 04:42:00,NFTs and Digital Collectibles
19924,0,1.0,2023-05-10 05:07:00,Technology and Innovation
19925,6,0.9251645312875888,2023-05-10 05:54:00,Security and Fraud
19926,0,1.0,2023-05-10 05:59:00,Market and Financial Services
19927,-1,0.0,2023-05-10 06:56:00,Market and Financial Services
19928,0,1.0,2023-05-10 06:59:00,Market and Financial Services
19929,0,1.0,2023-05-10 08:45:00,Technology and Innovation
19930,0,1.0,2023-05-10 09:08:00,Market and Financial Services
19931,0,1.0,2023-05-10 09:32:00,NFTs and Digital Collectibles
19932,0,0.5484285697568164,2023-05-10 09:39:00,Market and Financial Services
19933,0,0.711477217436323,2023-05-10 09:50:00,Market and Financial Services
19934,0,1.0,2023-05-10 10:14:00,Technology and Innovation
19935,5,1.0,2023-05-10 10:26:00,Legal and Regulatory Affairs
19936,1,0.600143591655663,2023-05-10 10:37:00,Legal and Regulatory Affairs
19937,0,0.7399841528945913,2023-05-10 11:23:00,Market and Financial Services
19938,-1,0.0,2023-05-10 11:46:00,Market and Financial Services
19939,0,0.578574407026403,2023-05-10 12:20:00,Technology and Innovation
19940,-1,0.0,2023-05-10 12:36:00,Market and Financial Services
19941,-1,0.0,2023-05-10 12:42:00,Market and Financial Services
19942,-1,0.0,2023-05-10 12:45:00,Market and Financial Services
19943,0,1.0,2023-05-10 12:46:00,NFTs and Digital Collectibles
19944,1,0.1714193334520774,2023-05-10 13:09:00,NFTs and Digital Collectibles
19945,2,0.7178841700825679,2023-05-10 13:10:00,NFTs and Digital Collectibles
19946,0,1.0,2023-05-10 13:33:00,Legal and Regulatory Affairs
19947,0,1.0,2023-05-10 13:45:00,Market and Financial Services
19948,-1,0.0,2023-05-10 14:26:00,Security and Fraud
19949,0,0.8230738514768057,2023-05-10 14:55:00,Technology and Innovation
19950,0,1.0,2023-05-10 15:00:00,Technology and Innovation
19951,0,1.0,2023-05-10 15:07:00,Technology and Innovation
19952,0,0.8292152516107331,2023-05-10 15:10:00,NFTs and Digital Collectibles
19953,-1,0.0,2023-05-10 15:27:00,Legal and Regulatory Affairs
19954,0,1.0,2023-05-10 15:46:00,NFTs and Digital Collectibles
19955,0,1.0,2023-05-10 15:50:00,Security and Fraud
19956,0,1.0,2023-05-10 15:55:00,Technology and Innovation
19957,-1,0.0,2023-05-10 15:55:00,Legal and Regulatory Affairs
19958,0,1.0,2023-05-10 16:00:00,Technology and Innovation
19959,-1,0.0,2023-05-10 16:00:00,Market and Financial Services
19960,0,1.0,2023-05-10 16:00:00,Market and Financial Services
19961,0,1.0,2023-05-10 16:16:00,NFTs and Digital Collectibles
19962,1,1.0,2023-05-10 16:27:00,Market and Financial Services
19963,0,0.918554579914682,2023-05-10 16:33:00,Market and Financial Services
19964,0,1.0,2023-05-10 17:31:00,Governance and Organizations
19965,0,1.0,2023-05-10 17:33:00,Market and Financial Services
19966,-1,0.0,2023-05-10 17:37:00,NFTs and Digital Collectibles
19967,0,1.0,2023-05-10 17:46:00,Legal and Regulatory Affairs
19968,0,0.8548121493204246,2023-05-10 18:05:00,Market and Financial Services
19969,0,1.0,2023-05-10 18:30:00,Market and Financial Services
19970,0,0.6723740952884708,2023-05-10 18:48:00,NFTs and Digital Collectibles
19971,0,0.9002294174185097,2023-05-10 19:00:00,Technology and Innovation
19972,-1,0.0,2023-05-10 19:42:00,Legal and Regulatory Affairs
19973,-1,0.0,2023-05-10 19:42:00,Technology and Innovation
19974,-1,0.0,2023-05-10 19:52:00,Market and Financial Services
19975,1,0.7247023776656736,2023-05-10 20:04:00,NFTs and Digital Collectibles
19976,0,1.0,2023-05-10 20:21:00,NFTs and Digital Collectibles
19977,0,0.7650906116951844,2023-05-10 20:30:00,Market and Financial Services
19978,0,1.0,2023-05-10 20:34:00,Technology and Innovation
19979,0,1.0,2023-05-10 20:47:00,NFTs and Digital Collectibles
19980,0,1.0,2023-05-10 21:19:00,Governance and Organizations
19981,0,0.8493647554666236,2023-05-10 21:34:00,Legal and Regulatory Affairs
19982,1,1.0,2023-05-10 21:51:00,NFTs and Digital Collectibles
19983,0,1.0,2023-05-10 22:46:00,NFTs and Digital Collectibles
19984,0,1.0,2023-05-10 23:16:00,Market and Financial Services
19985,0,1.0,2023-05-10 23:46:00,Technology and Innovation
19986,0,1.0,2023-05-11 00:56:00,Legal and Regulatory Affairs
19987,0,1.0,2023-05-11 04:08:00,Technology and Innovation
19988,-1,0.0,2023-05-11 04:34:00,Legal and Regulatory Affairs
19989,-1,0.0,2023-05-11 06:20:00,Legal and Regulatory Affairs
19990,-1,0.0,2023-05-11 06:34:00,Legal and Regulatory Affairs
19991,-1,0.0,2023-05-11 07:21:00,Legal and Regulatory Affairs
19992,-1,0.0,2023-05-11 09:03:00,Legal and Regulatory Affairs
19993,0,1.0,2023-05-11 09:10:00,Market and Financial Services
19994,0,0.9111382354892396,2023-05-11 09:25:00,Technology and Innovation
19995,0,0.8787006204186171,2023-05-11 09:30:00,Market and Financial Services
19996,0,1.0,2023-05-11 09:32:00,NFTs and Digital Collectibles
19997,-1,0.0,2023-05-11 09:52:00,Market and Financial Services
19998,0,1.0,2023-05-11 10:21:00,Legal and Regulatory Affairs
19999,0,1.0,2023-05-11 10:40:00,Technology and Innovation
20000,0,1.0,2023-05-11 10:41:00,Market and Financial Services
20001,1,0.8024260205319246,2023-05-11 10:42:00,Legal and Regulatory Affairs
20002,3,0.4043954052978795,2023-05-11 11:08:00,Legal and Regulatory Affairs
20003,0,1.0,2023-05-11 11:18:00,Market and Financial Services
20004,0,1.0,2023-05-11 11:46:00,Market and Financial Services
20005,0,1.0,2023-05-11 11:59:00,NFTs and Digital Collectibles
20006,0,1.0,2023-05-11 12:11:00,Security and Fraud
20007,0,0.132467341034683,2023-05-11 12:20:00,Technology and Innovation
20008,-1,0.0,2023-05-11 12:27:00,Market and Financial Services
20009,0,1.0,2023-05-11 12:37:00,Market and Financial Services
20010,-1,0.0,2023-05-11 12:46:00,Security and Fraud
20011,-1,0.0,2023-05-11 12:49:00,Market and Financial Services
20012,0,0.735439540348867,2023-05-11 13:00:00,NFTs and Digital Collectibles
20013,-1,0.0,2023-05-11 13:00:00,Market and Financial Services
20014,0,0.4930315395898647,2023-05-11 13:03:00,Market and Financial Services
20015,0,1.0,2023-05-11 13:03:00,Market and Financial Services
20016,0,1.0,2023-05-11 13:26:00,Security and Fraud
20017,3,0.4838737001218807,2023-05-11 13:49:00,Legal and Regulatory Affairs
20018,0,1.0,2023-05-11 14:17:00,Market and Financial Services
20019,0,1.0,2023-05-11 14:17:00,Technology and Innovation
20020,0,1.0,2023-05-11 14:18:00,Security and Fraud
20021,1,1.0,2023-05-11 14:34:00,Technology and Innovation
20022,0,0.4105709649382337,2023-05-11 14:47:00,Market and Financial Services
20023,0,1.0,2023-05-11 15:00:00,Technology and Innovation
20024,-1,0.0,2023-05-11 15:00:00,Technology and Innovation
20025,4,1.0,2023-05-11 15:05:00,Market and Financial Services
20026,0,0.6205488136563467,2023-05-11 15:09:00,Market and Financial Services
20027,-1,0.0,2023-05-11 15:32:00,Market and Financial Services
20028,0,1.0,2023-05-11 15:43:00,Legal and Regulatory Affairs
20029,0,1.0,2023-05-11 16:00:00,Technology and Innovation
20030,0,1.0,2023-05-11 16:26:00,Market and Financial Services
20031,-1,0.0,2023-05-11 16:42:00,Technology and Innovation
20032,0,1.0,2023-05-11 17:08:00,Technology and Innovation
20033,-1,0.0,2023-05-11 17:15:00,NFTs and Digital Collectibles
20034,0,1.0,2023-05-11 17:32:00,NFTs and Digital Collectibles
20035,0,1.0,2023-05-11 17:38:00,NFTs and Digital Collectibles
20036,6,0.8695911623905617,2023-05-11 18:00:00,Governance and Organizations
20037,-1,0.0,2023-05-11 18:10:00,Market and Financial Services
20038,0,0.7281201549807684,2023-05-11 18:30:00,NFTs and Digital Collectibles
20039,0,0.8512419776506681,2023-05-11 19:00:00,Technology and Innovation
20040,-1,0.0,2023-05-11 19:03:00,Technology and Innovation
20041,-1,0.0,2023-05-11 19:13:00,Technology and Innovation
20042,0,0.978198585558169,2023-05-11 19:59:00,Security and Fraud
20043,0,1.0,2023-05-11 20:50:00,Technology and Innovation
20044,0,1.0,2023-05-11 21:02:00,Legal and Regulatory Affairs
20045,0,1.0,2023-05-11 21:15:00,Market and Financial Services
20046,0,1.0,2023-05-11 21:30:00,Technology and Innovation
20047,-1,0.0,2023-05-11 21:34:00,Legal and Regulatory Affairs
20048,-1,0.0,2023-05-11 21:42:00,Technology and Innovation
20049,0,1.0,2023-05-11 21:51:00,Technology and Innovation
20050,-1,0.0,2023-05-11 22:50:00,NFTs and Digital Collectibles
20051,0,1.0,2023-05-11 23:14:00,NFTs and Digital Collectibles
20052,0,1.0,2023-05-11 23:47:00,Technology and Innovation
20053,0,1.0,2023-05-12 00:06:00,Technology and Innovation
20054,0,0.7827797911053511,2023-05-12 00:08:00,Market and Financial Services
20055,0,1.0,2023-05-12 03:40:00,Market and Financial Services
20056,-1,0.0,2023-05-12 04:35:00,NFTs and Digital Collectibles
20057,0,1.0,2023-05-12 07:26:00,Market and Financial Services
20058,0,1.0,2023-05-12 08:19:00,Technology and Innovation
20059,-1,0.0,2023-05-12 08:30:00,Market and Financial Services
20060,-1,0.0,2023-05-12 08:45:00,Technology and Innovation
20061,0,1.0,2023-05-12 09:04:00,Market and Financial Services
20062,0,1.0,2023-05-12 09:30:00,Technology and Innovation
20063,2,1.0,2023-05-12 09:30:00,Legal and Regulatory Affairs
20064,0,1.0,2023-05-12 09:40:00,Market and Financial Services
20065,0,1.0,2023-05-12 10:00:00,Market and Financial Services
20066,0,1.0,2023-05-12 10:10:00,Market and Financial Services
20067,0,1.0,2023-05-12 10:30:00,NFTs and Digital Collectibles
20068,0,0.826328444243637,2023-05-12 10:44:00,Governance and Organizations
20069,0,1.0,2023-05-12 10:55:00,Legal and Regulatory Affairs
20070,4,1.0,2023-05-12 11:17:00,Security and Fraud
20071,0,1.0,2023-05-12 11:37:00,Technology and Innovation
20072,0,1.0,2023-05-12 11:56:00,Legal and Regulatory Affairs
20073,3,1.0,2023-05-12 12:03:00,Legal and Regulatory Affairs
20074,-1,0.0,2023-05-12 12:13:00,Market and Financial Services
20075,0,1.0,2023-05-12 13:00:00,Technology and Innovation
20076,0,1.0,2023-05-12 13:00:00,Market and Financial Services
20077,0,1.0,2023-05-12 13:27:00,Technology and Innovation
20078,0,0.6505843008307799,2023-05-12 13:50:00,NFTs and Digital Collectibles
20079,0,1.0,2023-05-12 13:50:00,Market and Financial Services
20080,3,0.5747711199180094,2023-05-12 13:51:00,Legal and Regulatory Affairs
20081,8,1.0,2023-05-12 14:12:00,Market and Financial Services
20082,0,0.8591949245515034,2023-05-12 14:23:00,Technology and Innovation
20083,0,1.0,2023-05-12 14:25:00,Market and Financial Services
20084,0,1.0,2023-05-12 15:00:00,Technology and Innovation
20085,0,1.0,2023-05-12 16:15:00,Technology and Innovation
20086,0,1.0,2023-05-12 16:19:00,Market and Financial Services
20087,0,1.0,2023-05-12 16:41:00,Technology and Innovation
20088,-1,0.0,2023-05-12 16:45:00,Technology and Innovation
20089,0,1.0,2023-05-12 17:00:00,Market and Financial Services
20090,0,0.9465597898846504,2023-05-12 17:04:00,Security and Fraud
20091,0,0.6432917072348011,2023-05-12 17:10:00,Market and Financial Services
20092,1,1.0,2023-05-12 17:39:00,Legal and Regulatory Affairs
20093,0,1.0,2023-05-12 17:56:00,Technology and Innovation
20094,-1,0.0,2023-05-12 18:00:00,Technology and Innovation
20095,0,1.0,2023-05-12 18:30:00,NFTs and Digital Collectibles
20096,-1,0.0,2023-05-12 18:30:00,Legal and Regulatory Affairs
20097,0,1.0,2023-05-12 18:30:00,Technology and Innovation
20098,5,1.0,2023-05-12 18:48:00,Security and Fraud
20099,0,1.0,2023-05-12 18:52:00,Legal and Regulatory Affairs
20100,-1,0.0,2023-05-12 19:00:00,Market and Financial Services
20101,-1,0.0,2023-05-12 19:06:00,Market and Financial Services
20102,0,1.0,2023-05-12 19:50:00,Technology and Innovation
20103,0,0.8332717119450325,2023-05-12 20:30:00,Technology and Innovation
20104,0,0.9531561311813408,2023-05-12 20:41:00,Technology and Innovation
20105,2,1.0,2023-05-12 21:25:00,NFTs and Digital Collectibles
20106,0,1.0,2023-05-12 22:11:00,Technology and Innovation
20107,0,1.0,2023-05-12 22:33:00,Technology and Innovation
20108,0,1.0,2023-05-12 23:41:00,Market and Financial Services
20109,0,1.0,2023-05-13 03:35:00,Technology and Innovation
20110,1,0.5782560469820324,2023-05-13 04:15:00,Technology and Innovation
20111,0,1.0,2023-05-13 05:14:00,NFTs and Digital Collectibles
20112,-1,0.0,2023-05-13 06:16:00,NFTs and Digital Collectibles
20113,0,0.8195955319645674,2023-05-13 07:18:00,NFTs and Digital Collectibles
20114,0,1.0,2023-05-13 07:27:00,NFTs and Digital Collectibles
20115,0,1.0,2023-05-13 10:08:00,Technology and Innovation
20116,-1,0.0,2023-05-13 10:18:00,Technology and Innovation
20117,0,1.0,2023-05-13 10:56:00,Technology and Innovation
20118,0,1.0,2023-05-13 12:36:00,Market and Financial Services
20119,-1,0.0,2023-05-13 13:14:00,Market and Financial Services
20120,-1,0.0,2023-05-13 13:24:00,NFTs and Digital Collectibles
20121,0,1.0,2023-05-13 14:15:00,Market and Financial Services
20122,-1,0.0,2023-05-13 14:56:00,Technology and Innovation
20123,-1,0.0,2023-05-13 16:00:00,NFTs and Digital Collectibles
20124,0,0.6420356350964815,2023-05-13 16:20:00,Legal and Regulatory Affairs
20125,0,1.0,2023-05-13 17:00:00,NFTs and Digital Collectibles
20126,0,1.0,2023-05-13 19:19:00,Security and Fraud
20127,0,1.0,2023-05-13 20:41:00,Security and Fraud
20128,-1,0.0,2023-05-13 22:37:00,Security and Fraud
20129,1,0.3798999169693319,2023-05-14 02:58:00,Technology and Innovation
20130,-1,0.0,2023-05-14 04:15:00,Technology and Innovation
20131,0,1.0,2023-05-14 07:22:00,Market and Financial Services
20132,1,0.714604638509047,2023-05-14 09:26:00,Technology and Innovation
20133,0,1.0,2023-05-14 10:17:00,Legal and Regulatory Affairs
20134,0,0.4916032032564378,2023-05-14 10:25:00,Market and Financial Services
20135,0,0.8635999922632291,2023-05-14 12:46:00,Market and Financial Services
20136,0,0.7299267904997244,2023-05-14 13:21:00,NFTs and Digital Collectibles
20137,0,0.9634126194022974,2023-05-14 13:33:00,Market and Financial Services
20138,-1,0.0,2023-05-14 16:00:00,Market and Financial Services
20139,0,0.9217150779622773,2023-05-14 16:04:00,Market and Financial Services
20140,0,1.0,2023-05-14 16:28:00,Legal and Regulatory Affairs
20141,-1,0.0,2023-05-14 17:00:00,Market and Financial Services
20142,5,1.0,2023-05-14 19:08:00,Governance and Organizations
20143,0,1.0,2023-05-14 19:36:00,NFTs and Digital Collectibles
20144,-1,0.0,2023-05-14 22:25:00,Market and Financial Services
20145,-1,0.0,2023-05-15 01:30:00,Market and Financial Services
20146,0,1.0,2023-05-15 04:32:00,Market and Financial Services
20147,-1,0.0,2023-05-15 05:48:00,NFTs and Digital Collectibles
20148,0,1.0,2023-05-15 06:24:00,Legal and Regulatory Affairs
20149,1,0.8961315201339954,2023-05-15 06:52:00,Legal and Regulatory Affairs
20150,-1,0.0,2023-05-15 07:53:00,NFTs and Digital Collectibles
20151,2,0.8745349364778905,2023-05-15 08:25:00,NFTs and Digital Collectibles
20152,0,0.9806493708977416,2023-05-15 08:51:00,Technology and Innovation
20153,3,1.0,2023-05-15 09:30:00,Technology and Innovation
20154,0,1.0,2023-05-15 09:34:00,Market and Financial Services
20155,0,1.0,2023-05-15 09:40:00,NFTs and Digital Collectibles
20156,-1,0.0,2023-05-15 09:45:00,Market and Financial Services
20157,0,0.8774034622113842,2023-05-15 10:05:00,Market and Financial Services
20158,-1,0.0,2023-05-15 10:39:00,Market and Financial Services
20159,0,1.0,2023-05-15 10:51:00,Market and Financial Services
20160,0,1.0,2023-05-15 11:28:00,Market and Financial Services
20161,-1,0.0,2023-05-15 11:36:00,Technology and Innovation
20162,0,0.727419149269642,2023-05-15 12:05:00,Security and Fraud
20163,0,0.7967809784641384,2023-05-15 12:28:00,Technology and Innovation
20164,0,1.0,2023-05-15 12:44:00,Security and Fraud
20165,-1,0.0,2023-05-15 12:58:00,Market and Financial Services
20166,0,1.0,2023-05-15 13:00:00,Technology and Innovation
20167,-1,0.0,2023-05-15 14:48:00,Market and Financial Services
20168,0,0.9104011155351877,2023-05-15 15:00:00,Technology and Innovation
20169,0,0.9284837499479344,2023-05-15 15:28:00,NFTs and Digital Collectibles
20170,0,0.4071998210013248,2023-05-15 15:33:00,NFTs and Digital Collectibles
20171,0,0.5704437491997092,2023-05-15 15:44:00,Legal and Regulatory Affairs
20172,0,1.0,2023-05-15 15:49:00,Market and Financial Services
20173,0,0.9116250712241908,2023-05-15 16:00:00,Technology and Innovation
20174,0,1.0,2023-05-15 16:46:00,Legal and Regulatory Affairs
20175,0,0.8706432976961177,2023-05-15 16:55:00,Technology and Innovation
20176,-1,0.0,2023-05-15 17:08:00,Technology and Innovation
20177,0,1.0,2023-05-15 17:51:00,Market and Financial Services
20178,0,1.0,2023-05-15 17:54:00,Market and Financial Services
20179,0,1.0,2023-05-15 17:55:00,NFTs and Digital Collectibles
20180,-1,0.0,2023-05-15 18:00:00,NFTs and Digital Collectibles
20181,-1,0.0,2023-05-15 18:12:00,Market and Financial Services
20182,0,1.0,2023-05-15 18:30:00,Legal and Regulatory Affairs
20183,0,1.0,2023-05-15 18:35:00,Market and Financial Services
20184,0,1.0,2023-05-15 19:00:00,NFTs and Digital Collectibles
20185,-1,0.0,2023-05-15 19:04:00,Market and Financial Services
20186,-1,0.0,2023-05-15 19:15:00,Market and Financial Services
20187,0,1.0,2023-05-15 19:23:00,Legal and Regulatory Affairs
20188,0,0.7263053687171037,2023-05-15 19:46:00,Technology and Innovation
20189,-1,0.0,2023-05-15 19:46:00,Legal and Regulatory Affairs
20190,-1,0.0,2023-05-15 20:20:00,Market and Financial Services
20191,0,1.0,2023-05-15 20:45:00,NFTs and Digital Collectibles
20192,-1,0.0,2023-05-15 20:55:00,Technology and Innovation
20193,-1,0.0,2023-05-15 21:52:00,Technology and Innovation
20194,-1,0.0,2023-05-15 21:55:00,Legal and Regulatory Affairs
20195,0,0.9789301737176525,2023-05-15 22:55:00,Market and Financial Services
20196,-1,0.0,2023-05-15 23:23:00,Technology and Innovation
20197,0,1.0,2023-05-15 23:24:00,NFTs and Digital Collectibles
20198,-1,0.0,2023-05-15 23:49:00,Legal and Regulatory Affairs
20199,0,1.0,2023-05-16 00:34:00,Legal and Regulatory Affairs
20200,0,1.0,2023-05-16 01:00:00,Security and Fraud
20201,0,0.9475996334446234,2023-05-16 01:26:00,NFTs and Digital Collectibles
20202,0,1.0,2023-05-16 03:48:00,Market and Financial Services
20203,0,1.0,2023-05-16 04:03:00,NFTs and Digital Collectibles
20204,-1,0.0,2023-05-16 04:38:00,Legal and Regulatory Affairs
20205,-1,0.0,2023-05-16 05:06:00,NFTs and Digital Collectibles
20206,0,0.6353539295004864,2023-05-16 06:15:00,Technology and Innovation
20207,-1,0.0,2023-05-16 06:55:00,Technology and Innovation
20208,0,0.799768135692396,2023-05-16 07:00:00,Security and Fraud
20209,0,0.8305501105084777,2023-05-16 08:12:00,Market and Financial Services
20210,2,0.4713463197974332,2023-05-16 08:33:00,NFTs and Digital Collectibles
20211,0,1.0,2023-05-16 09:12:00,Legal and Regulatory Affairs
20212,0,1.0,2023-05-16 09:35:00,Market and Financial Services
20213,0,0.680090635124542,2023-05-16 10:00:00,Technology and Innovation
20214,-1,0.0,2023-05-16 10:00:00,Technology and Innovation
20215,0,1.0,2023-05-16 10:01:00,Technology and Innovation
20216,-1,0.0,2023-05-16 10:22:00,Market and Financial Services
20217,0,0.3265948129722753,2023-05-16 11:02:00,Market and Financial Services
20218,0,1.0,2023-05-16 11:34:00,NFTs and Digital Collectibles
20219,0,0.663975854252335,2023-05-16 11:41:00,Governance and Organizations
20220,0,0.8720385108959153,2023-05-16 12:02:00,Market and Financial Services
20221,0,1.0,2023-05-16 12:14:00,Market and Financial Services
20222,0,1.0,2023-05-16 12:44:00,NFTs and Digital Collectibles
20223,0,1.0,2023-05-16 12:46:00,Market and Financial Services
20224,2,1.0,2023-05-16 13:00:00,NFTs and Digital Collectibles
20225,0,1.0,2023-05-16 13:00:00,Security and Fraud
20226,0,1.0,2023-05-16 13:02:00,Legal and Regulatory Affairs
20227,-1,0.0,2023-05-16 13:38:00,Legal and Regulatory Affairs
20228,0,1.0,2023-05-16 13:46:00,Security and Fraud
20229,-1,0.0,2023-05-16 13:51:00,Market and Financial Services
20230,-1,0.0,2023-05-16 14:14:00,NFTs and Digital Collectibles
20231,-1,0.0,2023-05-16 14:30:00,NFTs and Digital Collectibles
20232,-1,0.0,2023-05-16 14:43:00,Technology and Innovation
20233,0,1.0,2023-05-16 15:00:00,Technology and Innovation
20234,0,0.6587383204792328,2023-05-16 15:05:00,Technology and Innovation
20235,-1,0.0,2023-05-16 15:21:00,Technology and Innovation
20236,0,1.0,2023-05-16 15:42:00,Technology and Innovation
20237,-1,0.0,2023-05-16 15:49:00,NFTs and Digital Collectibles
20238,0,0.8078658335395975,2023-05-16 16:06:00,Technology and Innovation
20239,5,1.0,2023-05-16 16:20:00,Market and Financial Services
20240,0,0.4353473396453673,2023-05-16 17:00:00,NFTs and Digital Collectibles
20241,0,1.0,2023-05-16 17:05:00,Technology and Innovation
20242,0,1.0,2023-05-16 17:30:00,Technology and Innovation
20243,-1,0.0,2023-05-16 17:51:00,Technology and Innovation
20244,1,1.0,2023-05-16 18:00:00,Legal and Regulatory Affairs
20245,0,1.0,2023-05-16 18:02:00,Security and Fraud
20246,0,1.0,2023-05-16 18:16:00,Governance and Organizations
20247,0,0.706691445837402,2023-05-16 18:17:00,Market and Financial Services
20248,0,1.0,2023-05-16 18:30:00,Technology and Innovation
20249,-1,0.0,2023-05-16 19:25:00,Legal and Regulatory Affairs
20250,-1,0.0,2023-05-16 19:33:00,Security and Fraud
20251,0,1.0,2023-05-16 19:45:00,Technology and Innovation
20252,0,1.0,2023-05-16 19:56:00,Governance and Organizations
20253,0,0.6958182654137685,2023-05-16 20:04:00,Market and Financial Services
20254,-1,0.0,2023-05-16 20:29:00,NFTs and Digital Collectibles
20255,6,1.0,2023-05-16 21:17:00,Technology and Innovation
20256,0,1.0,2023-05-16 21:18:00,Market and Financial Services
20257,-1,0.0,2023-05-16 21:47:00,Technology and Innovation
20258,0,1.0,2023-05-16 22:41:00,Legal and Regulatory Affairs
